GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Consumer Discretionary,Media,Media,MDC PARTNERS INC,17.155,-1.085,0.199,34.163,-42.661,-9.721,-6.332,3.819,30.921,10.595,-40.977,-2.853,52.234,41.677,17.76
Consumer Discretionary,Media,Media,MDU COMMUNICATIONS INTL INC,2.114,-1.362,-0.686,0.408,4.198,4.652,-6.119,-2.472,-0.707,0.628,-0.364,-0.24,0.019,,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,MEADE INSTRUMENTS CORP,-0.994,0.063,1.196,5.361,-3.877,3.66,-3.541,0.253,4.92,-0.835,0.021,-1.172,-3.584,,
Consumer Discretionary,Media,Media,MECKLERMEDIA CORP,42.036,-34.879,0.351,-15.884,20.612,-11.633,-9.655,-1.59,-3.546,11.257,-2.042,-9.532,-1.228,-0.978,
Consumer Discretionary,Media,Media,MEDIA GENERAL INC,2.624,-3.639,108.47,220.744,-237.319,-15.732,-11.554,-38.206,-6.499,,,,,47.374,-27.698
Consumer Discretionary,Media,Media,MEDIA GENERAL INC  -OLD,-244.894,-1.267,2.142,-0.704,-0.752,5.156,-3.047,2.286,-7.072,26.09,-1.372,-8.719,13.694,,
Consumer Discretionary,Media,Media,MEDIACOM COMMUNICATIONS CORP,-0.321,11.155,-32.083,-5.409,-1.94,-6.594,19.104,-16.997,47.723,13.805,,,,,
Consumer Discretionary,Media,Media,MEDIACOM LLC,,,,,,,,-1.916,0.475,-1.192,13.146,-9.576,-3.044,0.35,-1.024
Consumer Discretionary,Media,Media,MEDIALINK WORLDWIDE INC,-0.341,1.138,1.71,-2.682,7.969,-4.338,9.728,-4.299,-6.084,,,,,,
Consumer Discretionary,Media,Media,MEDIANEWS GROUP INC,139.887,-137.483,-5.12,1.314,61.393,-60.474,-3.838,8.661,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MELCO CROWN ENTMT LTD -ADR,,,,,7.916,14.232,564.227,251.423,-20.275,-602.546,229.325,716.101,551.185,-327.452,215.898
Consumer Discretionary,Retailing,Specialty Retail,MENS WEARHOUSE INC,6.628,-45.782,46.28,47.222,32.862,35.218,-20.532,-140.248,47.966,98.606,-49.647,-11.065,30.757,-96.811,3.009
Consumer Discretionary,Media,Media,MEREDITH CORP,11.832,13.393,-8.029,-5.931,36.429,-28.935,0.925,8.507,-1.576,-9.734,20.664,-20.853,-1.901,1.854,8.913
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,MERITAGE HOMES CORP,-9.025,-1.014,3.217,-1.801,43.077,17.936,-9.102,-29.033,178.246,43.408,-145.378,69.659,-3.155,103.679,-170.803
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MERITAGE HOSPITALITY GROUP,-0.791,0.876,-0.763,-0.132,2.709,-1.674,0.63,-1.418,0.129,1.065,-0.166,-0.066,0.249,1.467,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,MESTEK INC,-1.939,-0.102,0.305,7.598,-8.845,0.163,-0.26,-0.105,-1.258,1.344,-0.044,20.224,,,
Consumer Discretionary,Media,Media,METRO INTERNATIONAL SA,73.743,-37.904,-11.899,19.625,-3.441,-10.964,6.045,-1.334,-4.788,0.642,12.239,24.999,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MEXICAN RESTAURANTS INC,-0.108,-0.325,0.215,-0.16,0.928,-0.506,-0.135,0.501,-0.263,-0.159,-0.4,0.126,0.445,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MGM RESORTS INTERNATIONAL,106.446,-18.997,2.263,-17.957,155.522,-57.195,99.549,-36.82,-106.326,1746.409,-1557.243,1366.949,-322.404,260.16,-89.954
Consumer Discretionary,Retailing,Specialty Retail,MICHAELS COS INC,-49.207,164.834,25.006,123.794,194.027,-83.403,-422.351,-1,4,184,102,52,-315,178,139
Consumer Discretionary,Retailing,Specialty Retail,MIDAS INC,-11.3,-0.3,-1,6.9,-6.5,0.5,1,-1.1,-0.2,-0.2,-0.3,-0.4,,,
Consumer Discretionary,Automobiles & Components,Auto Components,MIRENCO INC,,,,-1.479,-0.387,-0.028,0.015,-0.01,0.084,-0.087,0.145,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MITCHELLS & BUTLERS PLC -ADR,,-8.815,-3.14,-41.605,162.81,84.941,329.402,-526.036,21.365,-38.41,193.49,121.867,8.066,46.92,-137.87
Consumer Discretionary,Media,Media,MKTG INC,-0.252,1.104,-0.623,1.827,-0.77,3.497,5.585,-4.19,-3.42,-1.24,7.313,-1.316,4.579,-1.766,
Consumer Discretionary,Automobiles & Components,Auto Components,MODINE MANUFACTURING CO,-10.669,53.658,1.841,-4.816,-14.667,-24.293,-9.571,17.086,4.941,0.121,-10.727,-1.485,-7.6,63.4,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,MOHAWK INDUSTRIES INC,0,0,0,0,0,134.585,-71.093,26.112,3.915,437.939,-177.241,-42.272,165.727,-423.606,43.811
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MOHEGAN TRIBAL GAMING AUTH,-160.867,-41.447,10.733,-11.753,-12.47,11.631,2.821,30.35,-20.812,-18.536,-0.767,48.277,1.91,-50.46,-14.516
Consumer Discretionary,Automobiles & Components,Automobiles,MONACO COACH CORP,0,0,0,13.398,-13.398,0.586,4.398,1.298,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MONARCH CASINO & RESORT INC,0.417,1.602,1.575,-0.25,2.103,1.072,24.099,1.851,-27.078,2.663,-0.62,-0.218,5.461,0.286,2.253
Consumer Discretionary,Retailing,Specialty Retail,MONRO MUFFLER BRAKE INC,0.244,-0.309,-0.373,1.464,-0.645,2.892,-2.815,1.143,1.228,7.844,-8.51,0.587,-1.794,-0.258,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MORGANS FOODS INC,1.228,1.601,-2.54,-0.548,-0.699,2.761,1.414,-1.401,-1.171,-1.052,-1.171,0.421,-0.484,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MORGANS HOTEL GROUP CO,,,,1.644,9.187,8.92,5.714,95.163,-73.562,20.338,-63.706,23.605,-23.008,4.178,3.468
Consumer Discretionary,Media,Media,MORNINGSTAR INC,,,,9.172,5.984,56.46,3.773,63.436,14.315,-43.395,49.68,20.261,-36.548,4.271,16.99
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MORTONS RESTAURANT GROUP INC,-3.51,2.531,-3.124,16.294,-7.818,9.277,-13.195,0.755,-3.556,-2.319,0.073,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,MOTORCAR PARTS OF AMER INC,-0.959,-0.072,1.215,6.323,-1.419,-5.811,-0.051,1.586,-1.483,0.758,1.267,30.14,-13.183,5.165,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",MOVADO GROUP INC,-3.556,-6.088,21.394,43.718,-18.301,59.843,9.386,36.54,-82.93,-15.646,32.041,79.185,-14.312,-10.23,42.193
Consumer Discretionary,Retailing,Specialty Retail,MOVIE GALLERY INC,0.059,9.32,23.177,14.194,-12.488,109.72,-102.285,28.359,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",MOVIE STAR INC,-3.885,-0.451,-0.046,0.004,2.308,-2.349,0.025,-0.15,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MTR GAMING GROUP INC,3.184,0.35,3.484,12.398,-4.353,0.133,-1.145,12.257,-2.034,15.744,9.065,31.765,29.528,-14.989,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,MULTI-MEDIA TUTRIAL SVCS INC,-0.018,0.034,0.039,-0.007,0,0.001,-0.003,0,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",MULTIMEDIA GAMES HOLDING CO,0.02,3.553,10.379,11.072,-21.551,-4.65,4.821,0.866,0.484,6.166,9.337,24.918,27.045,28.877,35.454
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,NACCO INDUSTRIES  -CL A,-2.5,38.2,-7.8,11.1,81.5,16.1,30.2,84.7,-142.9,118,5.7,76.7,-53.7,-44.465,-34.255
Consumer Discretionary,Media,Media,NASPERS LTD  -ADR,,-9.807,37.472,23.484,158.45,456.961,695.52,-510.403,-159.816,3.138,232.582,186.459,606.773,-156.447,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NATHAN'S FAMOUS INC,1.928,-2.491,-0.419,2.034,-0.514,0.074,3.923,7.449,-5.702,2.93,-2.669,-2.911,7.374,8.674,
Consumer Discretionary,Media,Media,NATIONAL CINEMEDIA INC,,,,,,0,6.7,14.1,48.4,21.9,-16.7,-8.5,6.5,-17.7,-41.3
Consumer Discretionary,Media,Media,NATIONAL LAMPOON INC,0.026,-1.559,0.7,-0.884,-0.14,0.11,-0.036,0.011,-0.083,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,NATUZZI  SPA -ADR,-62.775,101.696,-116.913,-41.734,32.187,2.822,50.658,-59.361,-55.888,27.263,-6.948,42.741,-21.529,-22.983,-34.125
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,NAUTILUS INC,41.478,-41.542,-3.92,40.915,-2.086,-11.282,-3.722,3.649,-2.364,1.742,7.007,3.131,5.78,17.772,4.227
Consumer Discretionary,Retailing,Specialty Retail,NBC ACQUISITION CORP,-0.041,7.01,27.986,-6.129,-2.052,2.158,-0.4,-3.656,14.712,16.934,-4.525,,,,
Consumer Discretionary,Retailing,Specialty Retail,NEBRASKA BOOK CO INC,-0.041,7.01,27.986,-6.129,-2.052,2.158,-0.4,-3.656,14.712,16.934,,,,,
Consumer Discretionary,Retailing,Multiline Retail,NEIMAN MARCUS INC,146.194,-78.094,81.347,28.312,161.417,485.115,-628.354,-83.921,97.973,84.245,97.582,-99.416,-272.338,87.423,59.8
Consumer Discretionary,Media,Media,NET SERVICOS DE COMMUN  -ADR,,-61.073,3.281,53.056,11.702,-36.621,-12.039,307.237,-3.753,159.957,-116.677,-53.891,-333.451,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,NETFLIX INC,0.697,1.236,43.683,30.08,84.567,37.795,188.174,-222.991,-37.558,-5.657,60.275,313.554,-217.762,314.674,508.643
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NEVADA GOLD & CASINOS INC,-1.181,0.713,2.947,-0.44,0.318,1.407,-1.493,-1.407,12.438,-10.679,2.5,-0.456,1.524,1.015,
Consumer Discretionary,Media,Media,NEW FRONTIER MEDIA INC,2.044,-2.369,-1.534,11.088,3.051,-5.792,4.734,0.98,-2.231,1.138,1.6,-5.597,,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,NEW ORIENTAL ED & TECH -ADR,,,,,13.258,-9.687,170.156,4.044,46.332,26.332,36.156,111.001,-11.095,-45.573,
Consumer Discretionary,Retailing,Specialty Retail,NEW YORK & CO INC,,,,18.974,-13.637,-27.725,10.628,5.893,-19.676,33.015,-9.904,-26.605,10.146,8.79,-0.43
Consumer Discretionary,Media,Media,NEW YORK TIMES CO  -CL A,5.182,-17.091,-14.99,2.485,2.942,2.538,27.433,-20.828,5.252,-20.264,333.148,-194.517,645.338,-337.745,-306.138
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,NEWELL RUBBERMAID INC,-79.639,-15.723,48.3,89.3,361.2,-390.1,85.5,128.2,-53.8,2.9,-138.7,30.6,13.6,42.5,-26.9
Consumer Discretionary,Retailing,Specialty Retail,NEXCEN BRANDS INC,777.849,-334.214,-453.584,-30.005,34.501,-59.631,82.444,-36.967,-38.276,-0.483,,,,,
Consumer Discretionary,Media,Media,NEXSTAR BROADCASTING GROUP,,3.059,14.077,-18.353,7.657,-5.018,-2.308,5.047,-0.392,-3.082,10.906,-16.112,61.453,-28.971,91.884
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",NIKE INC  -CL B,49.7,271.5,58.5,194,560.1,-433.9,902.5,277.2,157.2,788,-1124,362,1020,-1117,
Consumer Discretionary,Automobiles & Components,Automobiles,NISSAN MOTOR CO LTD  -ADR,-1598.976,-81.873,-100.883,-708.047,278.458,977.966,438.915,1148.532,1556.924,154.882,4671.87,-3796.178,-455.502,1160.244,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",NITCHES INC,0.113,-0.122,-0.01,-0.072,0.109,-0.027,0.036,0.125,,,,,,,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,NOAH EDUCATION HOLDINGS -ADR,,,,,,,-5.756,2.287,26.659,34.214,1.89,-15.603,15.095,-8.774,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,NOBEL LEARNING CMNTYS INC,2.158,-2.477,0.466,2.935,-2.006,0.209,6.912,-6.023,-2.75,-0.278,0.82,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,NOBILITY HOMES INC,1.855,1.177,1.477,-1.84,3.946,-0.22,-1.987,1.316,-5.047,-4.655,4.23,-2.019,1.146,3.116,3.648
Consumer Discretionary,Automobiles & Components,Auto Components,NOBLE INTERNATIONAL LTD,0.406,-0.148,0.211,-0.439,16.836,4.427,-15.391,-3.255,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NOBLE ROMANS INC,-0.021,0.016,-0.012,0.224,0.219,0.481,0.18,-0.088,-0.382,-0.118,0.004,-0.104,-0.089,0.013,0.043
Consumer Discretionary,Retailing,Multiline Retail,NORDSTROM INC,-1.783,306.068,-122.998,216.028,20.342,102.033,-60.097,-45,-286,723,711,371,-592,-91,-367
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NPC ACQUISITION HOLDINGS LLC,3.647,,,,-0.074,0.695,4.103,-1.68,-2.282,9.342,29.49,34.235,-52.901,-5.458,
Consumer Discretionary,Media,Media,NTN BUZZTIME INC,1.144,-0.892,-0.719,1.926,4.207,-0.728,2.874,1.499,-6.911,0.275,0.269,-2.532,1.347,2.734,1.73
Consumer Discretionary,Retailing,Internet & Catalog Retail,NUTRISYSTEM INC,-1.264,-0.52,1.887,-0.321,1.517,-0.299,9.883,27.721,-2.559,-6.267,-11.988,27.218,-31.408,-6.414,2.848
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,NVR INC,48.582,0.903,4.234,89.374,135.146,-189.839,378.593,108.09,483.434,102.507,-56.4,-712.956,672.713,-287.254,-320.834
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",O'CHARLEY'S INC,-0.626,3.817,1.942,1.263,1.198,-5.073,14.224,-9.941,-3.164,15.062,7.813,-11.082,,,
Consumer Discretionary,Retailing,Specialty Retail,O'REILLY AUTOMOTIVE INC,-0.587,5.837,14.292,-8.239,47.934,-37.644,-1.481,17.652,-16.254,-4.366,2.786,331.831,-113.424,-16.81,19.242
Consumer Discretionary,Consumer Services,Diversified Consumer Services,OCCIDENTAL DEVELOPMENT GROUP,0.01,-0.034,0.018,0.076,-0.089,0.025,-0.016,,-0.007,0.001,0,,0.02,,
Consumer Discretionary,Media,Media,ODYSSEY PICTURES CORP,0.027,-0.03,0.002,-0.003,0,0,0,0,0,0.003,0.017,-0.013,-0.006,0.002,
Consumer Discretionary,Retailing,Specialty Retail,OFFICE DEPOT INC,-67.302,411.928,311.7,-86.199,2.838,-90.53,-529.645,49.402,-67.209,504.153,-32.42,-56.797,100.13,284,116
Consumer Discretionary,Retailing,Specialty Retail,OFFICEMAX INC,-4.115,-6.118,8.45,59.727,1117.663,-1170.344,209.872,-129.433,18.142,315.791,-24.244,-35.215,67.945,,
Consumer Discretionary,Media,Media,OMNICOM GROUP,-59.61,-44.666,194.8,861.759,-77.9,-329.8,903.7,53.7,-695.9,489.7,701.7,-507.5,897.1,32.2,-322.4
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,OPTIMAL GROUP INC,0.508,4.609,,-5.403,58.689,35.299,5.686,-56.729,-14.344,-12.934,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,ORBITAL CORP LTD -ADR,12.341,-11.202,-10.086,-3.124,2.324,-3.335,-3.449,6.761,-2.374,-1.757,-2.557,-0.18,0.368,2.844,
Consumer Discretionary,Retailing,Internet & Catalog Retail,ORBITZ WORLDWIDE INC,,,,,,9,-5,7,6,58,8.566,38.949,-5.909,-12.877,71.097
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ORGANIC TO GO FOOD CORP,0.119,0.047,0.073,-0.346,0.006,-0.005,0.615,-0.197,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ORLEANS HOMEBUILDERS INC,-4.019,10.841,-6.303,1.626,24.079,29.614,-46.612,4.027,52.35,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,OURPETS CO,,0.027,-0.037,0,,-0.023,0.024,-0.002,0.335,-0.279,-0.006,0.286,-0.344,0.037,0.134
Consumer Discretionary,Media,Media,OUTDOOR CHANNEL HLDGS INC,1.094,0.73,0.673,3.966,5.891,5.171,-2.829,11.034,34.997,-39.409,11.73,-13.08,10.978,,
Consumer Discretionary,Retailing,Specialty Retail,OUTERWALL INC,-0.063,35.251,-3.092,-3.179,57.123,18.48,2.897,18.428,-4.557,0.261,37.559,158.439,-58.961,88.543,-128.741
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",OVALE GROUP INC,0,0.022,-0.017,0.008,-0.011,0.001,0,0.157,,,,,,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,OVERSTOCK.COM INC,5.785,-4.619,7.33,17.787,169.832,-142.454,72.106,-25.828,-0.817,43.3,-15.736,-27.036,-3.438,55.118,32.976
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",OXFORD INDUSTRIES INC,1.56,7.406,6.5,23.478,-41.07,3.98,26.403,,-11.622,4.998,35.806,-30.721,-5.856,0.966,-3.202
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,P & F INDUSTRIES  -CL A,-0.917,0.119,0.516,-0.811,0.976,0.582,-0.432,-0.006,-0.291,-0.444,0.328,-0.431,0.252,-0.282,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",P F CHANGS CHINA BISTRO INC,1.057,14.409,18.29,6.389,20.931,-34.461,-0.359,-7.534,16.896,22.548,7.953,-21.441,,,
Consumer Discretionary,Retailing,Specialty Retail,PACIFIC SUNWEAR CALIF INC,-3.446,-5.835,13.302,106.402,-45.332,30.877,-42.918,45.32,-72.811,68.315,-29.381,-13.404,-1.573,-20.964,-5.181
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,PACIFICNET INC,0.136,-2.853,1.785,0.129,2.941,1.105,-1.586,1.972,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,PALM HARBOR HOMES INC,12.152,7.907,-23.605,5.323,-4.563,27.21,-20.722,-16.086,-15.832,14.331,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,PANASONIC CORP -ADR,-2139.072,382.639,1952.816,1034.077,-981.701,4345.821,-3650.489,-218.558,-2430.146,1456.585,-1632.262,-4858.816,-829.737,934.007,5734.753
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PANERA BREAD CO,7.075,9.326,11.872,12.478,-12.763,-5.188,27.646,16.145,6.468,171.69,-17.101,-6.659,74.501,-171.896,71.248
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PAPA JOHNS INTERNATIONAL INC,2.443,11.468,-8.11,-6.674,7.373,7.4,-9.119,-4.102,2.11,16.145,20.768,-28.887,-2.546,-2.726,6.452
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",PASSPORT BRANDS INC,-0.345,-0.021,-0.226,0.181,0.263,-0.102,-0.419,0.666,,,,,,,
Consumer Discretionary,Media,Media,PEACE ARCH ENTMT GROUP INC,0.003,-0.311,-1.289,-0.764,0.435,-0.047,-0.192,3.723,,,,,,,
Consumer Discretionary,Media,Media,PEARSON PLC  -ADR,86.739,-95.984,178.655,-162.362,57.48,515.64,-613.042,-77.387,141.804,147.12,1514.573,-579.53,-250.435,-657.988,-356.736
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PEET'S COFFEE & TEA INC,0.524,1.12,16.954,22.691,-18.907,9.267,-12.931,7.62,-10.593,43.215,-3.305,-13.874,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PENINSULA GAMING CO LLC,0.443,-0.838,2.987,10.648,-10.654,2.274,44.143,-14.821,-3.395,-4.168,-14.887,48.501,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PENN NATIONAL GAMING INC,13.853,15.091,16.743,51.848,6.053,45,35.895,5.857,571.906,-33.16,-466.733,-7.945,22.027,32.528,-84.322
Consumer Discretionary,Retailing,Multiline Retail,PENNEY (J C) CO,-211,1896,-366,520,1693,-1633,-269,-276,-180,659,-389,-1115,-577,585,-197
Consumer Discretionary,Retailing,Specialty Retail,PENSKE AUTOMOTIVE GROUP INC,-12.434,-1.997,5.117,3.204,1.286,-14.123,4.19,-2.252,5.311,-3.339,2.622,9.428,16.552,6.3,-14
Consumer Discretionary,Media,Media,PEOPLES EDUCATIONAL HOLDINGS,,,,0.114,-0.292,0.094,-0.652,-0.045,-0.011,0.068,-0.092,0.647,,,
Consumer Discretionary,Retailing,Specialty Retail,PEP BOYS-MANNY MOE & JACK,-10.49,7.986,26.789,18.214,21.774,-34.477,-26.397,-0.958,0.406,17.994,50.914,-31.996,0.942,-25.755,4.613
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PERKINS & MARIE CALLENDERS,2.453,-0.86,1.312,-0.851,13.026,-13.514,5.081,9.963,-14.419,-0.325,,,,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,PETMED EXPRESS INC,,0.329,0.247,2.295,9.402,10.536,-0.05,19.951,9.858,23.017,-3.483,-2.859,-28.646,0.15,
Consumer Discretionary,Retailing,Specialty Retail,PETSMART INC,2.329,93.284,116.825,73.874,-5.503,23.383,38.384,-90.477,67.992,182.046,-16.411,50.943,-7.737,-49.533,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",PHOENIX FOOTWEAR GROUP INC,-0.224,1.16,0.104,-0.207,-0.364,-0.128,0.28,1.603,-1.899,-0.1,0.054,-0.369,,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,PHOTOWORKS INC,-13.372,0.866,-1.686,3.581,-2.275,-0.609,-1.047,0.207,,,,,,,
Consumer Discretionary,Retailing,Specialty Retail,PIER 1 IMPORTS INC/DE,-3.535,188.768,6.505,-17.013,-36.02,64.134,-86.037,-73.745,62.365,32.114,113.559,-13.603,-56.312,-104.861,-26.631
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PINNACLE ENTERTAINMENT INC,49.506,-19.681,-38.901,-17.334,102.267,-55.042,41.244,2.548,-75.412,13.864,65.811,-115.093,21.498,96.783,-33.921
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PISMO COAST VILLAGE INC,0.014,0.1,0.365,-0.581,0.626,-0.236,-0.229,0.518,-0.332,0.419,0.055,0.075,0.031,0.273,-0.077
Consumer Discretionary,Media,Media,PLAYBOY ENTERPRISES  -CL B,-20.994,2.076,-0.492,27.214,-4.664,-0.579,0.659,-6.145,4.589,-0.623,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,POINDEXTER (JB) & CO INC,1.348,-2.247,0.014,0,19.432,21.423,-11.551,-22.62,29.567,17.925,4.206,-13.462,,,
Consumer Discretionary,Media,Media,POINT.360,,,,,,-0.073,-0.595,,5.754,-7.821,-4.986,0.106,0.864,0.477,0.65
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",POKERTEK INC,,,,,1.303,19.051,-11.02,-0.574,0.252,-0.844,0.03,-0.06,-0.37,0.18,
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,POLARIS INDUSTRIES INC,-3.815,38.161,40.663,1.568,55.708,-118.794,-0.109,43.715,-36.154,113.113,253.687,-68.591,91.679,-324.767,45.352
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",POLYMER GROUP INC,-24.904,15.955,17.67,-24.565,19.96,-10.333,1.141,0.662,14.02,13.803,,,,,
Consumer Discretionary,Retailing,Specialty Retail,POMEROY IT SOLUTIONS INC,-0.64,1.778,29.63,7.695,-22.531,-12.554,12.076,-0.28,17.505,,,,,,
Consumer Discretionary,Retailing,Distributors,POOL CORP,-0.527,0.093,1.608,7.68,8.95,5.104,-10.132,-0.909,-0.063,0.081,-6.122,7.766,-5.024,-4.457,6.824
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",POPEYES LOUISIANA KITCHEN,1.119,-10.789,4.5,-5.8,9.2,-4.8,-1.5,-1.7,-2.9,2,11.8,1.7,-0.6,-7.4,-1.2
Consumer Discretionary,Retailing,Specialty Retail,PRECISION AUTO CARE INC,-0.037,0.331,0.685,0.534,0.009,1.706,1.162,0.418,-0.097,-1.071,0.311,-2.795,0.304,1.482,-0.046
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",PREMIER EXHIBITIONS INC,,-0.464,1.799,-1.398,0.711,2.871,12.682,-0.385,-11.974,5.654,-6.575,-1.42,4.049,-2.959,
Consumer Discretionary,Consumer Services,Diversified Consumer Services,PREPAID LEGAL SERVICES INC,1.522,3.424,6.568,0.601,4.513,7.985,-21.926,12.91,1.587,6.376,14.864,,,,
Consumer Discretionary,Retailing,Specialty Retail,PREVU INC,-72.804,-8.793,-8.511,11.961,6.418,-3.269,-25.643,-12.547,,,,,,,
Consumer Discretionary,Retailing,Internet & Catalog Retail,PRICELINE GROUP INC,-47.359,22.919,-32.761,26.55,7.538,-20.929,343.236,-38.218,-20.809,-162.409,156.826,273.869,903.513,-246.355,1858.657
Consumer Discretionary,Media,Media,PRIMEDIA INC,-4.971,9.898,-15.035,-9.868,4.315,-5.745,-1.427,8.881,16.761,-21.998,-1.909,,,,
Consumer Discretionary,Media,Media,PRIVATE MEDIA GROUP INC,0.735,4.309,-4.911,-1.061,3.294,-0.174,-1.034,-1.074,-1.454,0.087,-0.323,-0.248,-0.007,,
Consumer Discretionary,Automobiles & Components,Auto Components,PROLIANCE INTERNATIONAL INC,-0.05,-0.022,0.005,0.034,0.123,4.269,-1.431,-2.659,1.968,,,,,,
Consumer Discretionary,Media,Media,PUBLICIS GROUPE SA  -ADR,118.289,195.822,243.252,313.665,79.874,1031.438,6.599,-877.64,-629.139,1017.572,770.929,23.351,-1133.996,132.278,2117.675
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,PULTEGROUP INC,132.188,-111.841,541.024,-209.076,-87.249,694.15,-450.976,509.019,594.953,202.97,-387.609,-400.319,321.689,175.569,-287.467
Consumer Discretionary,Automobiles & Components,Auto Components,PURADYN FILTER TECHNOLOGIES,0.408,0.495,-0.341,0.762,-1.138,-0.102,-0.1,0.057,0.005,0.023,-0.09,0.001,0.063,0.047,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",PVH CORP,-74.598,23.356,73.542,15.867,-8.874,143.243,98.742,-96.185,58.253,152.715,17.836,-265.521,659.012,-299.05,-113.9
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,QEP CO INC,-0.431,0.038,-0.131,0.652,0.913,-1.017,-0.03,0.127,-0.254,0.161,-0.409,0.529,-0.239,1.884,
