GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Consumer Discretionary,Media,Media,ANTE4 INC,,,-0.17,-0.04,0.05,-0.26,0.38,-0.47,-0.7,0.69,,,,,,,,8
Consumer Discretionary,Media,Media,ANTENNA TV SA  -ADR,0.53,-0.69,-0.06,,,,,,,,,,,,,,,3
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,ANTHONY & SYLVAN POOLS CORP,0.71,0.248,0.2,,,,,,,,,,,,,,,3
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ANVIL HOLDINGS INC,0.17,-1.75,0.06,-8.27,-4.48,,,,,,,,,,,,,5
Consumer Discretionary,Media,Media,AOL TIME WARNER INC-PRO FORM,-0.5,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Consumer Services,Diversified Consumer Services,APOLLO EDUCATION GROUP INC,0.418,0.607,0.89,1.32,0.78,2.43,2.38,2.37,2.9,3.79,3.74,4.03,3.24,2.2,1.94,0.49,-0.69,17
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",APPLEBEES INTL INC,0.717,0.787,0.993,1.127,1.36,1.3,1.09,,,,,,,,,,,7
Consumer Discretionary,Retailing,Specialty Retail,APPLIANCE RECYCLING CTR AMER,0.41,1.15,0.14,-0.66,-0.48,-0.22,-0.33,0.58,0.41,-0.73,0.38,0.81,-0.69,0.6,0.14,-0.47,,16
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,APPLICA INC,-0.92,-1.23,0.22,0.65,-5.55,-2.04,,,,,,,,,,,,6
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARAMARK,,,,,,,,,,,,,0.45,0.31,0.66,0.99,1.19,5
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARAMARK CORP  -CL B,1.88,2.06,,,,,,,,,,,,,,,,2
Consumer Discretionary,Media,Media,ARBITRON INC,1.56,1.25,1.45,1.66,1.96,2.16,1.69,1.38,1.37,1.59,1.66,1.96,2.15,,,,,13
Consumer Discretionary,Consumer Services,Diversified Consumer Services,ARCHIPELAGO LEARNING INC,,,,,,,,0.12,0.04,0.25,0.13,0.45,,,,,,5
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARCHON CORP,1.77,14.11,-1.5,-1.51,-0.55,-1.03,-0.78,-0.27,9.27,-0.39,-0.19,,,,,,,11
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARCOS DORADOS HOLDINGS INC,,,,,,,,,,0.38,0.51,0.55,0.55,0.26,-0.52,-0.25,,7
Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,ARCTIC CAT INC,1.11,1.21,1.46,1.42,1.38,1.21,1.16,-0.18,-0.53,0.1,0.71,1.79,3.02,2.97,0.38,-0.71,,16
Consumer Discretionary,Consumer Services,Diversified Consumer Services,AREM PACIFIC CORP,,,,,,,,,,,,,,,,,0,1
